ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,Complain,Z_CostContact,Z_Revenue
999,1991,Graduation,Single,86037.0,0,0,02-01-2013,95,0,3,11
9215,1980,PhD,Married,43974.0,1,0,12-12-2012,19,0,3,11
2286,1962,Graduation,Single,50785.0,1,1,10-09-2013,27,0,3,11
1592,1970,Graduation,Married,90765.0,0,0,24-01-2014,25,0,3,11
367,1978,2n Cycle,Married,36550.0,1,0,19-02-2013,74,0,3,11
5234,1967,2n Cycle,Together,30753.0,1,1,11-07-2013,85,0,3,11
9862,1969,Graduation,Together,21918.0,1,0,14-11-2013,37,0,3,11
9805,1953,Master,Together,56129.0,0,1,20-06-2013,65,0,3,11
6205,1967,Master,Single,32557.0,1,0,24-02-2014,13,0,3,11
8442,1985,Master,Married,19510.0,2,0,04-09-2013,63,0,3,11
7386,1976,Graduation,Divorced,30992.0,1,0,22-04-2013,83,0,3,11
7215,1983,Graduation,Single,101970.0,0,0,12-03-2013,69,0,3,11
1491,1965,2n Cycle,Together,71488.0,0,0,18-02-2013,87,0,3,11
11071,1984,Graduation,Single,79607.0,0,0,21-04-2013,37,0,3,11
3381,1953,Master,Married,54348.0,1,1,08-06-2014,51,0,3,11
8268,1961,PhD,Married,,0,1,11-07-2013,23,0,3,11
11051,1956,PhD,Together,77376.0,1,1,10-05-2014,72,0,3,11
8026,1952,Graduation,Married,62998.0,0,1,30-09-2013,10,0,3,11
433,1958,Master,Alone,61331.0,1,1,10-03-2013,42,0,3,11
9597,1969,Graduation,Married,73448.0,0,0,10-02-2014,10,0,3,11
1295,1963,Graduation,Married,,0,1,11-08-2013,96,0,3,11
5290,1964,PhD,Married,41551.0,1,1,14-08-2013,51,0,3,11
1685,1967,PhD,Together,62981.0,0,0,17-03-2013,21,0,3,11
5342,1976,Basic,Divorced,9548.0,1,0,08-08-2012,31,0,3,11
9579,1959,PhD,Married,33762.0,2,1,07-07-2013,61,0,3,11
7660,1973,PhD,Alone,35860.0,1,1,19-05-2014,37,0,3,11
1461,1965,PhD,Divorced,36921.0,1,1,28-07-2013,74,0,3,11
821,1992,Master,Single,92859.0,0,0,19-10-2012,46,0,3,11
11084,1976,Master,Together,65104.0,0,1,14-11-2013,4,0,3,11
8690,1962,Graduation,Married,86111.0,0,0,19-04-2013,73,0,3,11
2937,1974,PhD,Single,68352.0,0,1,28-08-2013,47,0,3,11
9701,1988,Graduation,Together,41883.0,1,0,19-03-2013,13,0,3,11
9949,1976,Graduation,Married,59809.0,0,2,18-10-2012,36,0,3,11
10837,1975,Graduation,Married,23957.0,1,0,28-10-2012,47,0,3,11
3120,1981,Graduation,Together,38547.0,1,0,28-08-2013,49,1,3,11
5885,1973,2n Cycle,Married,35688.0,2,1,22-08-2012,94,0,3,11
4050,1966,Master,Married,49605.0,0,0,21-06-2014,65,0,3,11
3830,1953,Master,Married,59354.0,0,2,24-04-2014,59,0,3,11
7987,1969,Graduation,Married,65747.0,0,1,07-03-2014,96,0,3,11
7798,1972,2n Cycle,Together,46344.0,0,1,14-12-2012,28,0,3,11
92,1988,Graduation,Alone,34176.0,1,0,12-05-2014,12,0,3,11
7055,1952,PhD,Together,61010.0,0,1,09-10-2012,57,0,3,11
10240,1949,Graduation,Together,69372.0,0,0,19-02-2013,10,0,3,11
3025,1958,Graduation,Single,49967.0,0,1,08-07-2013,4,0,3,11
9283,1978,Graduation,Single,60199.0,1,2,12-09-2013,49,0,3,11
9970,1977,Graduation,Together,55375.0,0,1,17-10-2013,3,0,3,11
2730,1955,Graduation,Single,80317.0,0,0,20-08-2013,64,0,3,11
2795,1958,Master,Single,30523.0,2,1,01-07-2013,0,0,3,11
9260,1945,PhD,Married,70356.0,0,0,05-11-2012,20,0,3,11
8182,1984,Graduation,Married,23228.0,1,0,05-01-2014,91,0,3,11
10095,1975,PhD,Divorced,74165.0,0,0,01-05-2013,9,0,3,11
8475,1973,PhD,Married,157243.0,0,1,01-03-2014,98,0,3,11
4370,1966,Graduation,Together,43482.0,2,1,13-11-2013,83,0,3,11
10573,1953,Graduation,Divorced,62551.0,0,0,18-11-2013,27,0,3,11
3712,1959,Graduation,Divorced,52332.0,0,0,28-08-2013,63,0,3,11
6637,1988,Graduation,Single,66951.0,0,0,02-11-2013,46,0,3,11
3152,1957,Graduation,Together,26091.0,1,1,25-02-2014,84,0,3,11
5610,1965,Graduation,Together,33456.0,1,1,21-04-2014,58,0,3,11
6460,1982,Graduation,Married,28718.0,1,0,13-07-2013,78,0,3,11
1349,1970,Graduation,Married,50447.0,2,0,21-04-2014,4,0,3,11
1880,1959,PhD,Together,53537.0,1,1,30-01-2014,17,0,3,11
641,1967,Graduation,Single,52074.0,0,1,04-04-2014,77,0,3,11
8717,1975,PhD,Married,80427.0,0,1,12-09-2012,56,0,3,11
10314,1948,PhD,Married,83837.0,0,0,16-12-2012,79,0,3,11
10854,1970,PhD,Married,38853.0,1,1,23-05-2014,90,0,3,11
10492,1959,Graduation,Together,38285.0,2,1,24-06-2014,96,0,3,11
6935,1951,2n Cycle,Married,78497.0,0,0,01-12-2013,44,0,3,11
7698,1976,PhD,Married,51650.0,0,1,11-05-2014,81,0,3,11
3559,1988,2n Cycle,Married,16248.0,1,0,10-05-2014,77,0,3,11
10562,1946,Master,Married,66835.0,0,0,28-09-2013,21,0,3,11
10796,1984,Master,Married,30477.0,1,0,22-01-2014,16,0,3,11
2563,1961,Basic,Married,28249.0,0,0,15-06-2014,80,0,3,11
3518,1983,Graduation,Married,25271.0,1,0,05-12-2012,45,0,3,11
5823,1970,PhD,Single,32303.0,0,1,08-03-2014,63,0,3,11
3934,1966,Graduation,Married,61286.0,0,1,02-08-2013,34,0,3,11
6982,1976,Graduation,Married,74068.0,0,0,19-03-2013,14,0,3,11
6431,1964,PhD,Married,45759.0,1,1,23-02-2013,13,0,3,11
9733,1978,Basic,Together,24882.0,1,0,09-09-2012,52,0,3,11
5602,1989,PhD,Together,66973.0,0,0,17-05-2013,98,0,3,11
7829,1900,2n Cycle,Divorced,36640.0,1,0,26-09-2013,99,1,3,11
1324,1988,Graduation,Married,38872.0,1,0,30-05-2013,93,0,3,11
326,1973,Graduation,Married,51148.0,1,1,18-02-2013,38,0,3,11
7224,1977,Graduation,Married,31353.0,1,1,29-12-2013,24,0,3,11
6999,1980,Master,Married,69661.0,0,0,13-05-2014,80,0,3,11
9938,1954,Graduation,Married,80067.0,0,0,19-09-2013,82,0,3,11
6422,1954,Graduation,Married,86718.0,0,0,17-01-2013,20,0,3,11
3182,1973,PhD,Single,46854.0,1,1,31-03-2014,81,0,3,11
7300,1952,Graduation,Divorced,69142.0,0,1,29-06-2014,50,0,3,11
10424,1968,Graduation,Single,75922.0,0,0,09-12-2013,60,0,3,11
8727,1978,Graduation,Divorced,63693.0,0,1,14-10-2013,63,0,3,11
2798,1977,PhD,Together,102160.0,0,0,02-11-2012,54,0,3,11
1030,1965,PhD,Single,40637.0,1,1,17-07-2013,72,0,3,11
624,1984,Master,Single,18890.0,0,0,10-11-2012,5,0,3,11
5176,1988,Graduation,Together,29604.0,1,0,08-12-2013,88,0,3,11
5552,1963,Master,Divorced,48721.0,1,1,13-05-2013,50,0,3,11
868,1966,Graduation,Married,44794.0,0,1,08-06-2014,99,0,3,11
380,1954,Graduation,Divorced,64497.0,0,1,10-09-2012,17,0,3,11
2677,1956,Graduation,Together,46097.0,0,1,31-03-2013,11,0,3,11
6521,1954,Graduation,Together,77972.0,0,0,18-03-2014,18,0,3,11
6927,1968,PhD,Married,44377.0,1,1,05-10-2012,70,0,3,11
2877,1974,Master,Together,46014.0,1,1,21-01-2013,21,0,3,11
0,1985,Graduation,Married,70951.0,0,0,04-05-2013,66,0,3,11
1584,1977,Graduation,Married,41443.0,1,0,01-04-2014,79,0,3,11
7264,1978,2n Cycle,Single,52195.0,2,1,12-05-2014,2,0,3,11
6274,1948,Master,Married,83790.0,0,0,15-11-2013,81,0,3,11
1377,1954,Master,Widow,44551.0,0,1,31-08-2013,24,0,3,11
454,1980,Graduation,Together,69508.0,1,0,14-11-2012,48,0,3,11
1755,1988,2n Cycle,Together,45204.0,1,0,11-04-2014,93,0,3,11
2075,1969,Graduation,Married,72460.0,0,0,14-11-2013,56,0,3,11
4785,1970,PhD,Together,77622.0,0,2,14-04-2014,3,0,3,11
9076,1980,PhD,Married,30732.0,1,0,05-01-2013,44,0,3,11
7079,1962,Graduation,Divorced,63887.0,0,1,08-09-2012,38,0,3,11
4653,1978,Graduation,Together,42011.0,1,0,26-03-2013,46,0,3,11
7375,1976,Graduation,Together,51369.0,0,1,25-10-2012,84,0,3,11
709,1952,Graduation,Divorced,51537.0,0,1,09-12-2012,27,0,3,11
460,1972,PhD,Married,79930.0,0,0,08-08-2012,72,0,3,11
3726,1986,PhD,Together,34320.0,1,0,16-02-2014,66,0,3,11
6798,1966,Graduation,Single,37070.0,1,1,20-03-2013,30,0,3,11
5341,1962,2n Cycle,Divorced,81975.0,0,1,05-01-2013,2,0,3,11
1606,1971,Graduation,Together,38590.0,1,0,15-05-2013,65,0,3,11
9617,1951,Graduation,Single,15033.0,0,0,16-04-2014,37,0,3,11
3233,1965,PhD,Married,62745.0,0,1,23-03-2013,89,0,3,11
89,1975,2n Cycle,Married,22212.0,1,0,09-12-2013,49,0,3,11
2936,1982,Master,Together,23661.0,1,0,04-12-2013,46,0,3,11
9449,1958,PhD,Single,79761.0,0,1,04-10-2013,32,0,3,11
7297,1973,Graduation,Single,7500.0,1,0,26-12-2013,54,0,3,11
11004,1893,2n Cycle,Single,60182.0,0,1,17-05-2014,23,0,3,11
313,1968,Graduation,Widow,73455.0,0,0,28-10-2013,98,0,3,11
9940,1958,Graduation,Together,64961.0,0,1,23-12-2012,97,0,3,11
10735,1971,Graduation,Single,22804.0,1,0,31-07-2013,75,0,3,11
9529,1990,Graduation,Married,73687.0,0,0,28-11-2013,8,0,3,11
6439,1958,Graduation,Married,61074.0,0,1,17-08-2012,37,0,3,11
7411,1964,PhD,Married,31686.0,1,1,05-06-2014,31,0,3,11
2176,1972,Graduation,Married,80134.0,1,0,20-05-2013,40,0,3,11
9265,1953,Graduation,Married,75027.0,0,1,09-01-2013,74,0,3,11
8867,1988,PhD,Married,67546.0,0,0,31-08-2012,90,0,3,11
8932,1969,Master,Together,65176.0,0,1,29-10-2012,57,0,3,11
10236,1975,Master,Single,31160.0,1,0,16-09-2013,59,0,3,11
6340,1985,Graduation,Single,29938.0,1,0,27-10-2013,52,0,3,11
10089,1974,Graduation,Divorced,102692.0,0,0,05-04-2013,5,0,3,11
2227,1958,2n Cycle,Together,26490.0,0,0,22-09-2012,92,0,3,11
10992,1967,Graduation,Together,75702.0,1,1,29-08-2012,77,0,3,11
5304,1974,PhD,Single,30899.0,1,0,13-10-2012,35,0,3,11
309,1961,PhD,Together,63342.0,0,1,16-10-2012,48,0,3,11
3406,1964,Graduation,Single,45989.0,0,1,22-10-2012,97,0,3,11
2661,1964,Graduation,Single,18701.0,1,1,04-06-2013,95,0,3,11
3153,1957,PhD,Single,40737.0,2,1,08-12-2013,24,0,3,11
10264,1979,Graduation,Divorced,15287.0,1,0,10-10-2012,60,0,3,11
1184,1968,PhD,Divorced,69674.0,0,2,22-05-2013,46,0,3,11
4200,1970,Master,Married,44159.0,1,0,17-06-2014,85,0,3,11
9396,1978,PhD,Married,37717.0,1,0,23-11-2012,31,0,3,11
2387,1952,Master,Together,43776.0,1,1,03-02-2013,9,0,3,11
6690,1966,Master,Married,38179.0,1,1,14-03-2013,30,0,3,11
1225,1963,Graduation,Married,80124.0,0,0,26-06-2014,47,0,3,11
9703,1970,PhD,Married,38097.0,1,1,15-10-2012,70,0,3,11
291,1970,Graduation,Married,72940.0,0,0,19-06-2013,13,0,3,11
4557,1970,Graduation,Together,22070.0,1,0,04-10-2013,11,0,3,11
2379,1953,Graduation,Single,69267.0,0,0,22-09-2012,31,0,3,11
5726,1983,Master,Single,31788.0,1,0,20-03-2014,15,1,3,11
3066,1975,PhD,Together,61905.0,0,1,04-02-2014,2,0,3,11
6336,1960,Graduation,Married,29315.0,1,1,06-04-2014,55,0,3,11
10967,1963,Graduation,Divorced,33378.0,1,1,06-02-2013,38,0,3,11
2304,1963,PhD,Together,66313.0,0,1,16-09-2013,86,0,3,11
3445,1956,Graduation,Single,60714.0,0,0,17-01-2013,56,0,3,11
7828,1981,Master,Together,77882.0,0,0,30-04-2014,29,0,3,11
3762,1986,PhD,Single,69867.0,0,0,02-04-2013,30,0,3,11
4391,1968,Master,Divorced,63841.0,0,1,21-04-2013,64,0,3,11
4669,1981,Basic,Married,24480.0,1,0,11-02-2013,46,0,3,11
10144,1976,Graduation,Together,51369.0,0,1,25-10-2012,84,0,3,11
8652,1946,Graduation,Together,37760.0,0,0,31-08-2012,20,0,3,11
1672,1974,PhD,Together,65640.0,0,1,01-03-2014,74,0,3,11
8962,1975,Master,Married,44319.0,1,1,17-04-2014,18,0,3,11
9974,1974,Graduation,Married,30631.0,1,0,12-07-2013,75,0,3,11
10983,1952,Graduation,Together,75278.0,0,0,29-01-2013,17,0,3,11
8148,1956,Master,Together,50898.0,1,1,08-01-2013,88,0,3,11
10102,1966,Graduation,Widow,79946.0,0,0,12-05-2014,19,0,3,11
4697,1949,Master,Divorced,35416.0,0,0,13-06-2013,62,0,3,11
9262,1984,2n Cycle,Together,32414.0,0,0,04-07-2013,11,0,3,11
7254,1969,Graduation,Together,38361.0,1,0,27-12-2013,74,0,3,11
4543,1980,Graduation,Married,82497.0,0,0,31-10-2012,32,0,3,11
4927,1971,Graduation,Together,16626.0,2,0,15-01-2014,76,0,3,11
10451,1965,Graduation,Together,29672.0,1,1,12-03-2013,6,0,3,11
2926,1952,Master,Together,55951.0,0,1,23-08-2012,62,0,3,11
2874,1988,2n Cycle,Divorced,35388.0,1,0,07-03-2013,20,0,3,11
9738,1986,Master,Together,42386.0,1,0,13-01-2013,43,0,3,11
7119,1982,Graduation,Single,68627.0,0,0,12-01-2013,45,0,3,11
3924,1965,PhD,Divorced,57912.0,0,1,17-03-2014,34,0,3,11
5827,1958,Graduation,Divorced,35246.0,1,1,16-04-2014,53,0,3,11
5596,1956,2n Cycle,Together,58821.0,0,1,12-10-2013,44,0,3,11
10812,1978,PhD,Married,46377.0,1,0,01-03-2014,89,0,3,11
1717,1988,Graduation,Single,39747.0,1,0,13-04-2014,43,0,3,11
9491,1984,Graduation,Together,23976.0,1,0,27-12-2013,68,0,3,11
9274,1961,Master,Married,80950.0,0,0,28-03-2013,44,0,3,11
6609,1966,Graduation,Widow,27038.0,0,0,18-09-2012,64,0,3,11
6963,1947,Graduation,Single,77457.0,0,0,05-03-2014,85,0,3,11
4440,1964,Master,Married,64100.0,0,1,10-09-2013,93,0,3,11
1379,1992,Master,Together,42670.0,0,0,27-04-2013,12,0,3,11
10032,1976,Graduation,Divorced,12571.0,1,0,18-01-2014,86,0,3,11
2826,1967,Graduation,Married,22574.0,2,1,28-10-2013,28,0,3,11
2437,1989,Graduation,Married,,0,0,03-06-2013,69,0,3,11
6320,1976,Master,Single,70893.0,0,0,06-02-2013,42,0,3,11
3050,1966,Graduation,Married,54198.0,1,1,17-12-2013,13,0,3,11
231,1956,Master,Together,28839.0,1,1,11-03-2014,86,0,3,11
2392,1972,Graduation,Married,40321.0,1,1,29-07-2013,59,0,3,11
9478,1985,Graduation,Single,66503.0,1,0,14-08-2012,30,0,3,11
113,1951,Graduation,Married,30833.0,1,1,16-07-2013,33,0,3,11
2863,1970,Graduation,Single,,1,2,23-08-2013,67,0,3,11
1802,1971,Graduation,Married,64795.0,0,1,17-01-2013,23,0,3,11
520,1974,Graduation,Married,34421.0,1,0,01-07-2013,81,0,3,11
8275,1965,PhD,Divorced,47025.0,1,1,09-02-2014,6,0,3,11
9750,1961,PhD,Divorced,64325.0,0,1,07-02-2013,41,0,3,11
2607,1953,Graduation,Single,40464.0,0,1,11-01-2013,78,0,3,11
7214,1957,Graduation,Married,62187.0,0,0,05-07-2013,49,0,3,11
5835,1976,PhD,Divorced,14849.0,1,0,02-07-2013,39,0,3,11
3896,1984,Graduation,Married,27255.0,1,0,07-11-2013,3,0,3,11
10350,1950,PhD,Married,54432.0,2,1,09-05-2013,37,0,3,11
7786,1986,PhD,Single,29999.0,1,0,13-02-2013,22,0,3,11
2861,1983,Graduation,Single,24072.0,1,0,16-04-2013,79,0,3,11
663,1989,PhD,Single,33996.0,0,0,11-09-2013,46,0,3,11
10675,1956,PhD,Married,66334.0,0,1,03-04-2013,82,0,3,11
2521,1971,Master,Married,35178.0,1,0,10-01-2013,10,0,3,11
9592,1983,Graduation,Together,22010.0,1,0,30-06-2013,51,0,3,11
10151,1960,Graduation,Divorced,62204.0,0,2,12-09-2012,38,0,3,11
7381,1968,Graduation,Divorced,75693.0,0,0,06-12-2012,10,0,3,11
4099,1972,Graduation,Married,30675.0,1,0,12-11-2012,14,0,3,11
9560,1965,Graduation,Together,83003.0,0,0,03-03-2013,18,0,3,11
1150,1899,PhD,Together,83532.0,0,0,26-09-2013,36,0,3,11
10172,1988,Graduation,Single,68655.0,0,0,10-08-2012,95,0,3,11
11191,1986,Graduation,Divorced,41411.0,0,0,07-12-2013,11,0,3,11
9707,1969,PhD,Married,55212.0,0,1,23-11-2012,65,0,3,11
6245,1950,PhD,Together,59292.0,0,1,13-06-2013,71,0,3,11
8234,1973,Basic,Together,27190.0,1,0,15-08-2013,13,0,3,11
1411,1952,Graduation,Divorced,82623.0,0,0,10-11-2013,58,0,3,11
8553,1965,Graduation,Married,44300.0,1,1,23-06-2013,65,0,3,11
1826,1970,Graduation,Divorced,84835.0,0,0,16-06-2014,0,0,3,11
8842,1971,Graduation,Widow,30372.0,1,1,25-12-2012,33,0,3,11
11030,1976,Master,Married,33181.0,1,0,03-01-2014,90,0,3,11
2579,1957,Graduation,Married,71113.0,0,1,17-12-2013,95,0,3,11
175,1986,Graduation,Married,71952.0,1,0,10-01-2013,93,0,3,11
9185,1966,PhD,Single,69759.0,0,0,28-10-2013,38,0,3,11
11056,1974,Graduation,Married,72099.0,0,0,27-10-2012,18,0,3,11
9365,1976,PhD,Single,60000.0,0,1,22-12-2012,57,0,3,11
6201,1978,Graduation,Single,38643.0,1,1,29-11-2013,45,1,3,11
2061,1955,Graduation,Married,50737.0,0,1,11-05-2013,61,0,3,11
6184,1969,PhD,Married,68462.0,0,0,12-12-2012,6,0,3,11
6142,1943,Master,Married,65073.0,0,0,20-08-2013,65,1,3,11
4107,1948,PhD,Together,46681.0,0,2,08-10-2013,52,0,3,11
7274,1957,Graduation,Married,78618.0,0,0,28-09-2012,87,0,3,11
9336,1969,PhD,Widow,62187.0,0,1,22-03-2014,38,0,3,11
2958,1978,Graduation,Married,28442.0,2,0,24-02-2014,53,0,3,11
933,1978,PhD,Married,37717.0,1,0,23-11-2012,31,0,3,11
5837,1967,Graduation,Married,51479.0,1,1,28-12-2012,67,0,3,11
10704,1969,Graduation,Single,54803.0,0,1,21-08-2012,65,0,3,11
5125,1960,Graduation,Married,79530.0,0,0,17-05-2013,64,0,3,11
4432,1976,Graduation,Divorced,31615.0,1,0,16-03-2013,82,0,3,11
